WAYBILL,Direccion_Destino,CITY,STATE,POSTAL_CODE,COUNTRY,DISTANCE_BILLED,Pure_Freight,Fuel_Cost,Team_D.15mILE,Total_Feight_Inv,Origen,CARRIER,FULL_Direccion_Destino,%Truck_used,WH_Address
1749558,BENSENVILLE IL 60106 US,BENSENVILLE,IL,60106,US,925.8,1018.38,361.06,0,1379.44,,LUNA,BENSENVILLE IL 60106 US,11%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
1749560,MARSHALL WI 53559 US,MARSHALL,WI,53559,US,986.9,1085.59,384.89,0,1470.48,,LUNA,MARSHALL WI 53559 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
1750119,ALPHARETTA GA 30005 US,ALPHARETTA,GA,30005,US,830.6,913.66,323.93,0,1237.59,,LUNA,ALPHARETTA GA 30005 US,11%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
1751542,JACKSONVILLE FL 32224 US,JACKSONVILLE,FL,32224,US,1015.7,1117.27,396.12,0,1513.39,,LUNA,JACKSONVILLE FL 32224 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
1751729,BLAINE MN 55449 US,BLAINE,MN,55449,US,955.6,1051.16,372.68,0,1423.84,,LUNA,BLAINE MN 55449 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
1751731,TAUNTON MA 02780-7364 US,TAUNTON,MA,02780-7364,US,1756,1931.6,825.32,263.4,3020.32,,LUNA,TAUNTON MA 02780-7364 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
1754086,ANOKA MN 55303 US,ANOKA,MN,55303,US,961.1,1057.21,374.83,144.17,1576.2,,LUNA,ANOKA MN 55303 US,11%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
1755064,HIALEAH FL 33013 US,HIALEAH,FL,33013,US,1292.28,1421.51,529.83,0,1951.34,,LUNA,HIALEAH FL 33013 US,11%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
1755069,NEWBURYPORT MA 01950-4043 US,NEWBURYPORT,MA,01950-4043,US,1814,1995.4,870.72,0,2866.12,,LUNA,NEWBURYPORT MA 01950-4043 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
1755541,FRANKLIN PARK IL 60131-2548 US,FRANKLIN PARK,IL,60131-2548,US,922.82,1015.1,359.9,138.42,1513.43,,LUNA,FRANKLIN PARK IL 60131-2548 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
1755542,BUDD LAKE NJ 07828-4317 US,BUDD LAKE,NJ,07828-4317,US,1529.1,1682.01,672.8,0,2354.81,,LUNA,BUDD LAKE NJ 07828-4317 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
1755546,ALPHARETTA GA 30005 US,ALPHARETTA,GA,30005,US,830.6,913.66,323.93,124.59,1362.18,,LUNA,ALPHARETTA GA 30005 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
1756028,BOISE ID 83706-1433 US,BOISE,ID,83706-1433,US,1610.5,1771.55,724.73,241.58,2737.85,,LUNA,BOISE ID 83706-1433 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
1759121,CENTRAL FALLS RI 02863-3012 US,CENTRAL FALLS,RI,02863-3012,US,1799,1978.9,845.53,0,2824.43,,LUNA,CENTRAL FALLS RI 02863-3012 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
1759122,DENVER CO 80231-4911 US,DENVER,CO,80231-4911,US,776.7,854.37,302.91,116.51,1273.79,,LUNA,DENVER CO 80231-4911 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
1759123,ATLANTA GA 30328-4003 US,ATLANTA,GA,30328-4003,US,802,882.2,312.78,0,1194.98,,LUNA,ATLANTA GA 30328-4003 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
1768669,MARSHALL WI 53559 US,MARSHALL,WI,53559,US,986.9,1085.59,384.89,0,1470.48,,LUNA,MARSHALL WI 53559 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
1768672,COAL CITY IL 60416-9537 US,COAL CITY,IL,60416-9537,US,877.3,965.03,342.15,131.6,1438.77,,LUNA,COAL CITY IL 60416-9537 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
1775728,WICHITA KS 67211-3378 US,WICHITA,KS,67211-3378,US,344.9,400,134.51,51.74,586.25,,LUNA,WICHITA KS 67211-3378 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
1780706,MEDIA PA 19063-3225 US,MEDIA,PA,19063-3225,US,1464.2,1610.62,629.61,0,2240.23,,LUNA,MEDIA PA 19063-3225 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
1781940,SPRINGFIELD MO 65803 US,SPRINGFIELD,MO,65803,US,414.2,455.62,161.54,62.13,679.29,,LUNA,SPRINGFIELD MO 65803 US,11%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
1782020,SAINT LOUIS MO 63123 US,SAINT LOUIS,MO,63123,US,619,680.9,241.41,92.85,1015.16,,LUNA,SAINT LOUIS MO 63123 US,11%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
1783464,AUSTELL GA 30168-3520 US,AUSTELL,GA,30168-3520,US,793.1,872.41,309.31,118.97,1300.68,,LUNA,AUSTELL GA 30168-3520 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
1785782,HAYWARD CA 94545 US,HAYWARD,CA,94545,US,1693.4,1862.74,778.96,254.01,2895.71,,LUNA,HAYWARD CA 94545 US,11%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
1787069,EAST SYRACUSE NY 13057-9653 US,EAST SYRACUSE,NY,13057-9653,US,1535.2,1688.72,675.49,0,2364.21,,LUNA,EAST SYRACUSE NY 13057-9653 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
1787735,ALPHARETTA GA 30005 US,ALPHARETTA,GA,30005,US,830.6,913.66,323.93,0,1237.59,,LUNA,ALPHARETTA GA 30005 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
1802391,KILLEEN TX 76541 US,KILLEEN,TX,76541,US,177,324.07,69.03,26.55,419.65,,LUNA,KILLEEN TX 76541 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
1817424,SPRINGFIELD MO 65803-9565 US,SPRINGFIELD,MO,65803-9565,US,414.2,455.62,161.54,0,617.16,,LUNA,SPRINGFIELD MO 65803-9565 US,11%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2266348,WATERTOWN WI 53098 US,WATERTOWN,WI,53098,US,996,1195.2,388.44,0,1583.64,,FRONTIER,WATERTOWN WI 53098 US,44%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2267781,MAGNOLIA TX 77355 US,MAGNOLIA,TX,77355,US,264.3,550,103.08,0,653.08,,FRONTIER,MAGNOLIA TX 77355 US,11%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2267808,WEST COLUMBIA SC 29170-2173 US,WEST COLUMBIA,SC,29170-2173,US,1128,1410,439.92,0,1849.92,,FRONTIER,WEST COLUMBIA SC 29170-2173 US,22%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2267810,HOUSTON TX 77073-5120 US,HOUSTON,TX,77073-5120,US,253,550,98.67,0,648.67,,FRONTIER,HOUSTON TX 77073-5120 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2268689,PORTLAND OR 97219-6872 US,PORTLAND,OR,97219-6872,US,2112,3421.44,1098.24,0,4519.68,,FRONTIER,PORTLAND OR 97219-6872 US,17%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2269386,BUFFALO NY 14207-3027 US,BUFFALO,NY,14207-3027,US,1390.3,2488.64,583.93,0,3072.56,,FRONTIER,BUFFALO NY 14207-3027 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2269388,POUGHKEEPSIE NY 12603 US,POUGHKEEPSIE,NY,12603,US,1625.1,2908.93,731.3,0,3640.22,,FRONTIER,POUGHKEEPSIE NY 12603 US,22%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2269399,WESTAMPTON NJ 8060 US,WESTAMPTON,NJ,8060,US,1496.4,2813.23,643.45,224.46,3681.14,,FRONTIER,WESTAMPTON NJ 8060 US,100%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2270752,COLUMBIA SC 29209 US,COLUMBIA,SC,29209,US,1022,1277.5,398.58,0,1676.08,,FRONTIER,COLUMBIA SC 29209 US,22%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2270763,PORTLAND OR 97219-6872 US,PORTLAND,OR,97219-6872,US,2112,3421.44,1098.24,316.8,4836.48,,FRONTIER,PORTLAND OR 97219-6872 US,11%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2271057,PORTLAND OR 97219 US,PORTLAND,OR,97219,US,2112,3421.44,1098.24,0,4519.68,,FRONTIER,PORTLAND OR 97219 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2271060,TUKWILA WA 98188-4638 US,TUKWILA,WA,98188-4638,US,2108.9,3374.24,1096.63,316.34,4787.2,,FRONTIER,TUKWILA WA 98188-4638 US,17%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2274285,MARSHALL WI 53559 US,MARSHALL,WI,53559,US,987,1184.4,384.93,0,1569.33,,FRONTIER,MARSHALL WI 53559 US,22%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2274916,BOSSIER CITY LA 71111 US,BOSSIER CITY,LA,71111,US,8463.2,14387.44,11509.95,0,25897.39,,FRONTIER,BOSSIER CITY LA 71111 US,100%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2274920,MAGNOLIA TX 77355 US,MAGNOLIA,TX,77355,US,264.3,550,103.08,0,653.08,,FRONTIER,MAGNOLIA TX 77355 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2276083,PORTLAND OR 97219-6872 US,PORTLAND,OR,97219-6872,US,2112,3421.44,1098.24,316.8,4836.48,,FRONTIER,PORTLAND OR 97219-6872 US,50%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2276089,BOISE ID 83706-1433 US,BOISE,ID,83706-1433,US,4283.1,7923.74,3469.31,0,11393.05,,FRONTIER,BOISE ID 83706-1433 US,22%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2278290,HOUSTON TX 77055 US,HOUSTON,TX,77055,US,253,550,98.67,0,648.67,,FRONTIER,HOUSTON TX 77055 US,11%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2278291,COPPELL TX 75019-7611 US,COPPELL,TX,75019-7611,US,1715,2744,788.9,257.25,3790.15,,FRONTIER,COPPELL TX 75019-7611 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2278293,AUSTELL GA 30168-3520 US,AUSTELL,GA,30168-3520,US,793.1,1356.43,309.31,0,1665.74,,FRONTIER,AUSTELL GA 30168-3520 US,78%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2280618,HAMILTON TOWNSHIP NJ 08611-3226 US,HAMILTON TOWNSHIP,NJ,08611-3226,US,1503.8,2827.14,661.67,0,3488.82,,FRONTIER,HAMILTON TOWNSHIP NJ 08611-3226 US,89%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2280623,ROANOKE VA 24012 US,ROANOKE,VA,24012,US,1115,1561,434.85,0,1995.85,,FRONTIER,ROANOKE VA 24012 US,22%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2281275,MARSHALL WI 53559 US,MARSHALL,WI,53559,US,987,1184.4,384.93,0,1569.33,,FRONTIER,MARSHALL WI 53559 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2281307,COON RAPIDS MN 55433-5856 US,COON RAPIDS,MN,55433-5856,US,960,1440,374.4,0,1814.4,,FRONTIER,COON RAPIDS MN 55433-5856 US,22%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2282548,COLUMBIA SC 29209 US,COLUMBIA,SC,29209,US,1022,1277.5,398.58,0,1676.08,,FRONTIER,COLUMBIA SC 29209 US,17%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2284560,LAUREL MD 20707-4512 US,LAUREL,MD,20707-4512,US,1360,2475.2,571.2,0,3046.4,,FRONTIER,LAUREL MD 20707-4512 US,61%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2284982,NASHUA NH 03062-1924 US,NASHUA,NH,03062-1924,US,1793,3191.54,842.71,0,4034.25,,FRONTIER,NASHUA NH 03062-1924 US,22%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2284997,LAUREL MD 20707-4512 US,LAUREL,MD,20707-4512,US,1360,2475.2,571.2,204,3250.4,,FRONTIER,LAUREL MD 20707-4512 US,83%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2293558,MARSHALL WI 53559 US,MARSHALL,WI,53559,US,987,1184.4,384.93,0,1569.33,,FRONTIER,MARSHALL WI 53559 US,11%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2294838,WATERTOWN WI 53098 US,WATERTOWN,WI,53098,US,996,1195.2,388.44,0,1583.64,,FRONTIER,WATERTOWN WI 53098 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2295972,JACKSON MS 39202-3407 US,JACKSON,MS,39202-3407,US,424,771.68,165.36,63.6,1000.64,,FRONTIER,JACKSON MS 39202-3407 US,100%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2295976,CUMMING GA 30040 US,CUMMING,GA,30040,US,838,1356.43,326.82,0,1683.25,,FRONTIER,CUMMING GA 30040 US,94%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2298059,PORTLAND OR 97219 US,PORTLAND,OR,97219,US,2112,3421.44,1098.24,0,4519.68,,FRONTIER,PORTLAND OR 97219 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2298295,CUMMING GA 30040 US,CUMMING,GA,30040,US,838,1356.43,326.82,125.7,1808.95,,FRONTIER,CUMMING GA 30040 US,89%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2298530,MARSHALL WI 53559 US,MARSHALL,WI,53559,US,987,1184.4,384.93,0,1569.33,,FRONTIER,MARSHALL WI 53559 US,17%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2298595,BLOOMINGTON IL 61704-7724 US,BLOOMINGTON,IL,61704-7724,US,901,1306.45,351.39,0,1657.84,,FRONTIER,BLOOMINGTON IL 61704-7724 US,11%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2299201,CONWAY AR 72032-4430 US,CONWAY,AR,72032-4430,US,356,576.72,138.84,53.4,768.96,,FRONTIER,CONWAY AR 72032-4430 US,67%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2302102,MOUNT WASHINGTON KY 40047-7309 US,MOUNT WASHINGTON,KY,40047-7309,US,839,1258.5,327.21,0,1585.71,,FRONTIER,MOUNT WASHINGTON KY 40047-7309 US,83%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2302822,PORTLAND OR 97219 US,PORTLAND,OR,97219,US,2112,3421.44,1098.24,316.8,4836.48,,FRONTIER,PORTLAND OR 97219 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2303015,HAMILTON TOWNSHIP NJ 08611-3226 US,HAMILTON TOWNSHIP,NJ,08611-3226,US,1503.8,2827.14,661.67,225.57,3714.39,,FRONTIER,HAMILTON TOWNSHIP NJ 08611-3226 US,78%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2304331,PORTLAND OR 97219-6872 US,PORTLAND,OR,97219-6872,US,2112,3421.44,1098.24,316.8,4836.48,,FRONTIER,PORTLAND OR 97219-6872 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2305635,WATERTOWN WI 53098-2537 US,WATERTOWN,WI,53098-2537,US,996,1195.2,388.44,0,1583.64,,FRONTIER,WATERTOWN WI 53098-2537 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2305646,COLUMBIA SC 29203 US,COLUMBIA,SC,29203,US,1022,1277.5,398.58,0,1676.08,,FRONTIER,COLUMBIA SC 29203 US,17%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2306148,PORTLAND OR 97219-6872 US,PORTLAND,OR,97219-6872,US,2112,3421.44,1098.24,0,4519.68,,FRONTIER,PORTLAND OR 97219-6872 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2306757,LITHONIA GA 30058-4613 US,LITHONIA,GA,30058-4613,US,829,1356.43,323.31,0,1679.74,,FRONTIER,LITHONIA GA 30058-4613 US,22%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2308844,ROANOKE VA 24012 US,ROANOKE,VA,24012,US,1115,1561,434.85,0,1995.85,,FRONTIER,ROANOKE VA 24012 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2321707,PORTLAND OR 97220 US,PORTLAND,OR,97220,US,2112,3421.44,1098.24,0,4519.68,,FRONTIER,PORTLAND OR 97220 US,22%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2324039,COLUMBIA SC 29209 US,COLUMBIA,SC,29209,US,1022,1277.5,398.58,0,1676.08,,FRONTIER,COLUMBIA SC 29209 US,39%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2329614,EVERETT WA 98208-3250 US,EVERETT,WA,98208-3250,US,2112.88,3380.61,1098.7,316.93,4796.24,,FRONTIER,EVERETT WA 98208-3250 US,11%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2329662,BOISE ID 83706-1433 US,BOISE,ID,83706-1433,US,4283.1,7923.74,3469.31,642.47,12035.51,,FRONTIER,BOISE ID 83706-1433 US,17%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2343272,SUMNER WA 98390-1634 US,SUMNER,WA,98390-1634,US,2193.8,3510.08,1162.71,329.07,5001.86,,FRONTIER,SUMNER WA 98390-1634 US,22%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2344461,WALLINGFORD CT 06492-5931 US,WALLINGFORD,CT,06492-5931,US,1654,2944.12,760.84,0,3704.96,,FRONTIER,WALLINGFORD CT 06492-5931 US,28%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2344465,NEWBURYPORT MA 01950-4043 US,NEWBURYPORT,MA,01950-4043,US,1812,3225.36,869.76,0,4095.12,,FRONTIER,NEWBURYPORT MA 01950-4043 US,39%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2354618,CORONA CA 92881-6475 US,CORONA,CA,92881-6475,US,1396.8,1801.87,586.66,209.52,2598.05,,FRONTIER,CORONA CA 92881-6475 US,39%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2354674,HOUSTON TX 77032-2530 US,HOUSTON,TX,77032-2530,US,253,550,98.67,37.95,686.62,,FRONTIER,HOUSTON TX 77032-2530 US,44%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2357657,HOUSTON TX 77032-2530 US,HOUSTON,TX,77032-2530,US,253,550,98.67,37.95,686.62,,FRONTIER,HOUSTON TX 77032-2530 US,33%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2357658,HOUSTON TX 77032-2530 US,HOUSTON,TX,77032-2530,US,253,550,98.67,37.95,686.62,,FRONTIER,HOUSTON TX 77032-2530 US,78%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2358810,BOSSIER CITY LA 71111-7407 US,BOSSIER CITY,LA,71111-7407,US,8463.2,14387.44,11509.95,1269.48,27166.87,,FRONTIER,BOSSIER CITY LA 71111-7407 US,28%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2359394,CANTON MI 48187-2435 US,CANTON,MI,48187-2435,US,1148.59,1722.88,447.95,0,2170.83,,FRONTIER,CANTON MI 48187-2435 US,50%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2369911,BOSSIER CITY LA 71111 US,BOSSIER CITY,LA,71111,US,8463.2,14387.44,11509.95,1269.48,27166.87,,FRONTIER,BOSSIER CITY LA 71111 US,83%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2370482,WALLINGFORD CT 06492-5931 US,WALLINGFORD,CT,06492-5931,US,1654,2944.12,760.84,0,3704.96,,FRONTIER,WALLINGFORD CT 06492-5931 US,56%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2370485,WALLINGFORD CT 06492-5931 US,WALLINGFORD,CT,06492-5931,US,1654,2944.12,760.84,0,3704.96,,FRONTIER,WALLINGFORD CT 06492-5931 US,61%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2371162,HENRICO VA 23228 US,HENRICO,VA,23228,US,1279.73,1791.62,524.69,0,2316.31,,FRONTIER,HENRICO VA 23228 US,56%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2371166,WALLINGFORD CT 06492-5931 US,WALLINGFORD,CT,06492-5931,US,1654,2944.12,760.84,0,3704.96,,FRONTIER,WALLINGFORD CT 06492-5931 US,67%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2371167,WALLINGFORD CT 06492-5931 US,WALLINGFORD,CT,06492-5931,US,1654,2944.12,760.84,0,3704.96,,FRONTIER,WALLINGFORD CT 06492-5931 US,61%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2371314,LAUREL MD 20707-4512 US,LAUREL,MD,20707-4512,US,1360,2475.2,571.2,204,3250.4,,FRONTIER,LAUREL MD 20707-4512 US,56%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2371411,WATERTOWN WI 53098 US,WATERTOWN,WI,53098,US,996,1195.2,388.44,0,1583.64,,FRONTIER,WATERTOWN WI 53098 US,44%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2371647,HAMILTON TOWNSHIP NJ 08611-3226 US,HAMILTON TOWNSHIP,NJ,08611-3226,US,1503.8,2827.14,661.67,0,3488.82,,FRONTIER,HAMILTON TOWNSHIP NJ 08611-3226 US,67%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2372210,ALPHARETTA GA 30005 US,ALPHARETTA,GA,30005,US,826,1356.43,322.14,123.9,1802.47,,FRONTIER,ALPHARETTA GA 30005 US,78%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2372903,BOISE ID 83713-8960 US,BOISE,ID,83713-8960,US,4283.1,7923.74,3469.31,0,11393.05,,FRONTIER,BOISE ID 83713-8960 US,33%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2897579,BENSENVILLE IL 60106 US,BENSENVILLE,IL,60106,US,925.8,2258.95,361.06,0,2620.01,,SATELITE,BENSENVILLE IL 60106 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2897620,MOORESTOWN NJ 08057-1367 US,MOORESTOWN,NJ,08057-1367,US,1539,3755.16,677.16,0,4432.32,,SATELITE,MOORESTOWN NJ 08057-1367 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2902161,CHANDLER AZ 85226-4203 US,CHANDLER,AZ,85226-4203,US,1049.7,2561.27,409.38,0,2970.65,,SATELITE,CHANDLER AZ 85226-4203 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2902169,VANCOUVER WA 98683-3400 US,VANCOUVER,WA,98683-3400,US,2035.3,4966.13,1038,0,6004.14,,SATELITE,VANCOUVER WA 98683-3400 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2903761,GRIFFIN GA 30224-4720 US,GRIFFIN,GA,30224-4720,US,836,2039.84,326.04,0,2365.88,,SATELITE,GRIFFIN GA 30224-4720 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2903762,LITHONIA GA 30058-4613 US,LITHONIA,GA,30058-4613,US,829,2022.76,323.31,0,2346.07,,SATELITE,LITHONIA GA 30058-4613 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2903840,MOORESTOWN NJ 08057-1367 US,MOORESTOWN,NJ,08057-1367,US,1539,3755.16,677.16,0,4432.32,,SATELITE,MOORESTOWN NJ 08057-1367 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2905972,MOORESTOWN NJ 08057-1367 US,MOORESTOWN,NJ,08057-1367,US,1539,3755.16,677.16,0,4432.32,,SATELITE,MOORESTOWN NJ 08057-1367 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2906083,TAUNTON MA 02780-7364 US,TAUNTON,MA,02780-7364,US,1756,4284.64,825.32,0,5109.96,,SATELITE,TAUNTON MA 02780-7364 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2910413,ELK GROVE VILLAGE IL 60007-2224 US,ELK GROVE VILLAGE,IL,60007-2224,US,922,2249.68,359.58,0,2609.26,,SATELITE,ELK GROVE VILLAGE IL 60007-2224 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2911800,HOPKINTON MA 01748-2237 US,HOPKINTON,MA,01748-2237,US,1807,4409.08,867.36,0,5276.44,,SATELITE,HOPKINTON MA 01748-2237 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2920211,RANCHO CUCAMONGA CA 91730 US,RANCHO CUCAMONGA,CA,91730,US,1394,3401.36,585.48,0,3986.84,,SATELITE,RANCHO CUCAMONGA CA 91730 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2921436,PHOENIX AZ 85040-1742 US,PHOENIX,AZ,85040-1742,US,1057.3,2579.81,412.35,158.6,3150.75,,SATELITE,PHOENIX AZ 85040-1742 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2921880,WILMINGTON MA 1887 US,WILMINGTON,MA,1887,US,1784.2,4353.45,838.57,0,5192.02,,SATELITE,WILMINGTON MA 1887 US,11%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2921885,HOPKINTON MA 01748-2237 US,HOPKINTON,MA,01748-2237,US,1807,4409.08,867.36,0,5276.44,,SATELITE,HOPKINTON MA 01748-2237 US,11%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2926035,FEDERAL WAY WA 98023-2883 US,FEDERAL WAY,WA,98023-2883,US,2230,5441.2,1181.9,0,6623.1,,SATELITE,FEDERAL WAY WA 98023-2883 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2931054,HOPKINTON MA 01748-2237 US,HOPKINTON,MA,01748-2237,US,1807,4409.08,867.36,0,5276.44,,SATELITE,HOPKINTON MA 01748-2237 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2931872,WHARTON NJ 07885-1800 US,WHARTON,NJ,07885-1800,US,1529,3730.76,672.76,0,4403.52,,SATELITE,WHARTON NJ 07885-1800 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2931949,LITHONIA GA 30058 US,LITHONIA,GA,30058,US,829,2022.76,323.31,0,2346.07,,SATELITE,LITHONIA GA 30058 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2932732,AMERICAN FORK UT 84003-5135 US,AMERICAN FORK,UT,84003-5135,US,1384,3376.96,581.28,0,3958.24,,SATELITE,AMERICAN FORK UT 84003-5135 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2932963,LITHONIA GA 30058 US,LITHONIA,GA,30058,US,829,2022.76,323.31,0,2346.07,,SATELITE,LITHONIA GA 30058 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
2933358,TOMS RIVER NJ 8753 US,TOMS RIVER,NJ,8753,US,1597.8,3898.63,719.01,0,4617.64,,SATELITE,TOMS RIVER NJ 8753 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
