SERIAL_NUMBER,OH_INV,ORDER_NUMBER,DESCRIPTION,SEGMENT1,NAME,TRANSACTION_ID,SHIPMENT_NUMBER,SCHEDULE_SHIP_DATE,SCHEDULE_SHIP_DATE,SCHEDULE_ARRIVAL_DATE,ADDRESSEE,CONFIRM_DATE,ADDRESS1,CITY,STATE,POSTAL_CODE,COUNTRY,CREATION_DATE,Delivery ID,PRO#/Tracking#,TMS_REG
57-60579036,11/28/2021,6212263,SS88 Optimize Catalog,6688MC2329,Standard US,5104335776,105664606,12/14/2021 23:59,12/14/2021 23:59,12/14/2021 23:59,QSI INC,12/14/2021 19:32,1510 FILIATREAU LANE,BARDSTOWN,KY,40004,US,12/14/2021 19:32,105664606,#N/A,EMAIL
57-60578344,11/28/2021,6251572,SelfServ84 ITM,6684MC7886,Standard US,5089985688,104920610,12/7/2021 23:59,12/7/2021 23:59,12/8/2021 23:59,CARDTRONICS C/O CEVA LOGISTICS,12/7/2021 23:11,15370B VICKERY DR,HOUSTON,TX,77032-2530,US,12/7/2021 23:12,104920610,22934850,TMS
57-60579023,11/28/2021,6239693,SS88 Standardize Drive Up Catalog,6688MC2339,Standard US,5076694971,104510604,11/30/2021 23:59,11/30/2021 23:59,12/3/2021 23:59,JT Logistics,11/30/2021 20:41,5701 PARK AVE,DES MOINES,IA,50321-1250,US,11/30/2021 20:42,104510604,#N/A,EMAIL
57-60579026,11/28/2021,6239693,SS88 Standardize Drive Up Catalog,6688MC2339,Standard US,5076694971,104510604,11/30/2021 23:59,11/30/2021 23:59,12/3/2021 23:59,JT Logistics,11/30/2021 20:41,5701 PARK AVE,DES MOINES,IA,50321-1250,US,11/30/2021 20:42,104510604,#N/A,EMAIL
57-60579019,11/28/2021,6239693,SS88 Standardize Drive Up Catalog,6688MC2339,Standard US,5076694971,104510604,11/30/2021 23:59,11/30/2021 23:59,12/3/2021 23:59,JT Logistics,11/30/2021 20:41,5701 PARK AVE,DES MOINES,IA,50321-1250,US,11/30/2021 20:42,104510604,#N/A,EMAIL
57-60578358,11/28/2021,6279042,SelfServ84,6684MC8137,Standard US,5087507857,104723606,12/6/2021 23:59,12/6/2021 23:59,12/9/2021 23:59,JT Logistics,12/6/2021 22:11,5701 PARK AVE,DES MOINES,IA,50321-1250,US,12/6/2021 22:12,104723606,7847725,TMS
57-60578349,11/28/2021,6251572,SelfServ84 ITM,6684MC7886,Standard US,5089985689,104920610,12/7/2021 23:59,12/7/2021 23:59,12/8/2021 23:59,CARDTRONICS C/O CEVA LOGISTICS,12/7/2021 23:11,15370B VICKERY DR,HOUSTON,TX,77032-2530,US,12/7/2021 23:12,104920610,22934850,TMS
57-60579022,11/28/2021,6239693,SS88 Standardize Drive Up Catalog,6688MC2339,Standard US,5076694971,104510604,11/30/2021 23:59,11/30/2021 23:59,12/3/2021 23:59,JT Logistics,11/30/2021 20:41,5701 PARK AVE,DES MOINES,IA,50321-1250,US,11/30/2021 20:42,104510604,#N/A,EMAIL
57-60578196,11/29/2021,6262608,SelfServ84 ITM,6684MC8091,Standard US,5089991107,104920611,12/7/2021 23:59,12/7/2021 23:59,12/8/2021 23:59,CARDTRONICS C/O CEVA LOGISTICS,12/7/2021 23:24,15370B VICKERY DR,HOUSTON,TX,77032-2530,US,12/7/2021 23:25,104920611,22934850,TMS
57-60578198,11/29/2021,6262608,SelfServ84 ITM,6684MC8091,Standard US,5089991114,104920611,12/7/2021 23:59,12/7/2021 23:59,12/8/2021 23:59,CARDTRONICS C/O CEVA LOGISTICS,12/7/2021 23:24,15370B VICKERY DR,HOUSTON,TX,77032-2530,US,12/7/2021 23:25,104920611,22934850,TMS
57-60578199,11/29/2021,6262608,SelfServ84 ITM,6684MC8091,Standard US,5089991110,104920611,12/7/2021 23:59,12/7/2021 23:59,12/8/2021 23:59,CARDTRONICS C/O CEVA LOGISTICS,12/7/2021 23:24,15370B VICKERY DR,HOUSTON,TX,77032-2530,US,12/7/2021 23:25,104920611,22934850,TMS
57-60579027,11/29/2021,6239693,SS88 Standardize Drive Up Catalog,6688MC2339,Standard US,5076694971,104510604,11/30/2021 23:59,11/30/2021 23:59,12/3/2021 23:59,JT Logistics,11/30/2021 20:41,5701 PARK AVE,DES MOINES,IA,50321-1250,US,11/30/2021 20:42,104510604,#N/A,EMAIL
57-60579024,11/29/2021,6239693,SS88 Standardize Drive Up Catalog,6688MC2339,Standard US,5076694971,104510604,11/30/2021 23:59,11/30/2021 23:59,12/3/2021 23:59,JT Logistics,11/30/2021 20:41,5701 PARK AVE,DES MOINES,IA,50321-1250,US,11/30/2021 20:42,104510604,#N/A,EMAIL
57-60579028,11/29/2021,6239693,SS88 Standardize Drive Up Catalog,6688MC2339,Standard US,5076694971,104510604,11/30/2021 23:59,11/30/2021 23:59,12/3/2021 23:59,JT Logistics,11/30/2021 20:41,5701 PARK AVE,DES MOINES,IA,50321-1250,US,11/30/2021 20:42,104510604,#N/A,EMAIL
57-60579029,11/29/2021,6239693,SS88 Standardize Drive Up Catalog,6688MC2339,Standard US,5076694971,104510604,11/30/2021 23:59,11/30/2021 23:59,12/3/2021 23:59,JT Logistics,11/30/2021 20:41,5701 PARK AVE,DES MOINES,IA,50321-1250,US,11/30/2021 20:42,104510604,#N/A,EMAIL
57-60578356,11/29/2021,6258020,SS84 Optimize Walk Up Catalog,6684MC8064,Standard US,5107337060,105809662,12/15/2021 23:59,12/15/2021 23:59,12/22/2021 23:59,Premier Security Group,12/15/2021 21:02,725 E 26TH AVE STE 3,APACHE JUNCTION,AZ,85119-7217,US,12/15/2021 21:03,105809662,7857863,TMS
57-60578382,11/29/2021,6304817,6684 Standardize DU Dip,6684MC7000,Standard US,5101956812,105377606,12/13/2021 23:59,12/13/2021 23:59,12/20/2021 23:59,RED HAWK,12/14/2021 0:00,8601 PRESIDENTS PL NE,ALBUQUERQUE,NM,87113-1565,US,12/14/2021 0:00,105377606,7856869,TMS
57-60578200,11/30/2021,6262608,SelfServ84 ITM,6684MC8091,Standard US,5089991108,104920611,12/7/2021 23:59,12/7/2021 23:59,12/8/2021 23:59,CARDTRONICS C/O CEVA LOGISTICS,12/7/2021 23:24,15370B VICKERY DR,HOUSTON,TX,77032-2530,US,12/7/2021 23:25,104920611,22934850,TMS
57-60578985,11/30/2021,6294165,6688 Digitize Dip,6688MC2196,Standard US,5118959367,106687650,12/20/2021 23:59,12/20/2021 23:59,12/27/2021 23:59,COOK SECURITY GROUP,12/21/2021 0:19,301 GROVE RD SUITE H,PHOENIX,OR,97535,US,12/21/2021 0:19,106687650,7864846,TMS
57-60578997,11/30/2021,6296283,6688 Optimize Dip,6688MC2197,Standard US,5118653253,106687652,12/20/2021 23:59,12/20/2021 23:59,12/30/2021 23:59,FEDERAL PROTECTION INC,12/20/2021 19:14,2500 N AIRPORT COMMERCE AVE,SPRINGFIELD,MO,65803-9565,US,12/20/2021 19:15,106687652,22939438,TMS
57-60578197,11/30/2021,6262608,SelfServ84 ITM,6684MC8091,Standard US,5089991112,104920611,12/7/2021 23:59,12/7/2021 23:59,12/8/2021 23:59,CARDTRONICS C/O CEVA LOGISTICS,12/7/2021 23:24,15370B VICKERY DR,HOUSTON,TX,77032-2530,US,12/7/2021 23:25,104920611,22934850,TMS
57-60579025,11/30/2021,6278976,SS88 Standardize Drive Up Catalog,6688MC2339,Standard US,5101953306,105375603,12/13/2021 23:59,12/13/2021 23:59,12/20/2021 23:59,SOUTHEAST BANKING SYSTEMS,12/13/2021 23:51,681 INDUSTRIAL BLVD,LONDON,KY,40741-7287,US,12/13/2021 23:51,105375603,7856865,TMS
57-60578994,11/30/2021,6296283,6688 Optimize Dip,6688MC2197,Standard US,5118653253,106687652,12/20/2021 23:59,12/20/2021 23:59,12/30/2021 23:59,FEDERAL PROTECTION INC,12/20/2021 19:14,2500 N AIRPORT COMMERCE AVE,SPRINGFIELD,MO,65803-9565,US,12/20/2021 19:15,106687652,22939438,TMS
57-60578995,11/30/2021,62020900,6688 Optimize Dip,6688MC2197,Standard US,5196098976,108581970,2/8/2022 23:59,2/8/2022 23:59,2/15/2022 23:59,FEDERAL PROTECTION INC,2/8/2022 18:51,2500 N AIRPORT COMMERCE AVE,SPRINGFIELD,MO,65803-9565,US,2/8/2022 18:52,108581970,0,EMAIL
57-60579001,12/1/2021,62018505,6688 Optimize Dip,6688MC2197,Standard US,5203164946,108647620,2/11/2022 23:59,2/11/2022 23:59,2/16/2022 23:59,FEDERAL PROTECTION / EQUITY BANK,2/11/2022 21:25,2500 N AIRPORT COMMERCE,SPRINGFIELD,MO,65803,US,2/11/2022 21:26,108647620,#N/A,EMAIL
57-60579008,12/1/2021,62006993,6688 Optimize Dip,6688MC2197,Standard US,5178835123,108133681,1/26/2022 23:59,1/26/2022 23:59,2/2/2022 23:59,LES/ OPPLIGER BANKING SYSTEMS,1/27/2022 22:09,1355 N WINCHESTER ST,OLATHE,KS,66061-5880,US,1/27/2022 22:09,108133681,OMNG,TMS
57-60578991,12/1/2021,6289092,6688 Digitize Dip,6688MC2196,Standard US,5087553236,104723115,12/6/2021 23:59,12/6/2021 23:59,12/13/2021 23:59,COOK SECURITY GROUP,12/7/2021 0:06,8214 S 192ND ST STE 104,KENT,WA,98032-1195,US,12/7/2021 0:06,104723115,22934176,TMS
57-60578996,12/1/2021,62020900,6688 Optimize Dip,6688MC2197,Standard US,5196098976,108581970,2/8/2022 23:59,2/8/2022 23:59,2/15/2022 23:59,FEDERAL PROTECTION INC,2/8/2022 18:51,2500 N AIRPORT COMMERCE AVE,SPRINGFIELD,MO,65803-9565,US,2/8/2022 18:52,108581970,0,EMAIL
57-60578998,12/1/2021,62028791,6688 Optimize Dip,6688MC2197,Standard US,5209868206,108885394,2/15/2022 23:59,2/15/2022 23:59,2/22/2022 23:59,SECURITY VAULT WORKS,2/15/2022 23:25,1215 TRAPPER CIRCLE NW,ROANOKE,VA,24012,US,2/15/2022 23:26,108885394,#N/A,EMAIL
57-60578999,12/1/2021,6328204,6688 Optimize Dip,6688MC2197,Standard US,5196264733,108622981,2/8/2022 23:59,2/8/2022 23:59,2/15/2022 23:59,FAIRWINDS CU SUPPORT CENTER,2/8/2022 22:07,3087 N ALAFAYA TRAIL,ORLANDO,FL,32826,US,2/8/2022 22:07,108622981,0,EMAIL
57-60579000,12/1/2021,62003967,6688 Optimize Dip,6688MC2197,Standard US,5203165424,108647614,2/11/2022 23:59,2/11/2022 23:59,2/16/2022 23:59,CREDIT UNION OF AMERICA OK TRANSFER,2/11/2022 21:27,820 E ZIMMERLY ST,WICHITA,KS,67211-3341,US,2/11/2022 21:27,108647614,#N/A,EMAIL
57-60578992,12/1/2021,6289391,6688 Digitize Dip,6688MC2196,Standard US,5087553913,104723116,12/6/2021 23:59,12/6/2021 23:59,12/13/2021 23:59,COOK SECURITY GROUP,12/7/2021 0:06,8214 S 192ND ST STE 104,KENT,WA,98032-1195,US,12/7/2021 0:07,104723116,22934176,TMS
57-60579005,12/1/2021,62020900,6688 Optimize Dip,6688MC2197,Standard US,5196098976,108581970,2/8/2022 23:59,2/8/2022 23:59,2/15/2022 23:59,FEDERAL PROTECTION INC,2/8/2022 18:51,2500 N AIRPORT COMMERCE AVE,SPRINGFIELD,MO,65803-9565,US,2/8/2022 18:52,108581970,0,EMAIL
57-60579015,12/2/2021,62020900,6688 Optimize Dip,6688MC2197,Standard US,5196098967,108581970,2/8/2022 23:59,2/8/2022 23:59,2/15/2022 23:59,FEDERAL PROTECTION INC,2/8/2022 18:51,2500 N AIRPORT COMMERCE AVE,SPRINGFIELD,MO,65803-9565,US,2/8/2022 18:52,108581970,0,EMAIL
57-60579013,12/2/2021,6296283,6688 Optimize Dip,6688MC2197,Standard US,5118653250,106687652,12/20/2021 23:59,12/20/2021 23:59,12/30/2021 23:59,FEDERAL PROTECTION INC,12/20/2021 19:14,2500 N AIRPORT COMMERCE AVE,SPRINGFIELD,MO,65803-9565,US,12/20/2021 19:15,106687652,22939438,TMS
57-60579608,12/2/2021,6249818,SelfServ82,6682MC2178,Standard US,5089985274,104920609,12/7/2021 23:59,12/7/2021 23:59,12/8/2021 23:59,CARDTRONICS C/O CEVA LOGISTICS,12/7/2021 23:11,15370B VICKERY DR,HOUSTON,TX,77032-2530,US,12/7/2021 23:11,104920609,22934850,TMS
57-60579603,12/2/2021,6249430,SelfServ82,6682MC2178,Standard US,5089985183,104920608,12/7/2021 23:59,12/7/2021 23:59,12/8/2021 23:59,CARDTRONICS C/O CEVA LOGISTICS,12/7/2021 23:11,15370B VICKERY DR,HOUSTON,TX,77032-2530,US,12/7/2021 23:11,104920608,22934850,TMS
57-60579605,12/2/2021,6249818,SelfServ82,6682MC2178,Standard US,5089985274,104920609,12/7/2021 23:59,12/7/2021 23:59,12/8/2021 23:59,CARDTRONICS C/O CEVA LOGISTICS,12/7/2021 23:11,15370B VICKERY DR,HOUSTON,TX,77032-2530,US,12/7/2021 23:11,104920609,22934850,TMS
57-60579010,12/2/2021,62020900,6688 Optimize Dip,6688MC2197,Standard US,5196098976,108581970,2/8/2022 23:59,2/8/2022 23:59,2/15/2022 23:59,FEDERAL PROTECTION INC,2/8/2022 18:51,2500 N AIRPORT COMMERCE AVE,SPRINGFIELD,MO,65803-9565,US,2/8/2022 18:52,108581970,0,EMAIL
57-60579003,12/2/2021,62025519,6688 Optimize Dip,6688MC2197,Standard US,5194382698,108576958,2/8/2022 23:59,2/8/2022 23:59,2/15/2022 23:59,LES/SOUTHERN BANK,2/7/2022 22:21,"2785 BUFORD HWY, BUILDING D",DULUTH,GA,30096,US,2/7/2022 22:21,108576958,#N/A,EMAIL
57-60579009,12/2/2021,62003981,6688 Optimize Dip,6688MC2197,Standard US,5149816395,107543127,1/7/2022 23:59,1/7/2022 23:59,1/14/2022 23:59,Berkshire Bank c/o SVW Rigger Warehouse,1/7/2022 21:10,550 CLARK DR,BUDD LAKE,NJ,07828-4317,US,1/7/2022 21:11,107543127,7879900,TMS
57-60579012,12/2/2021,62020900,6688 Optimize Dip,6688MC2197,Standard US,5196098976,108581970,2/8/2022 23:59,2/8/2022 23:59,2/15/2022 23:59,FEDERAL PROTECTION INC,2/8/2022 18:51,2500 N AIRPORT COMMERCE AVE,SPRINGFIELD,MO,65803-9565,US,2/8/2022 18:52,108581970,0,EMAIL
57-60579606,12/2/2021,6249818,SelfServ82,6682MC2178,Standard US,5089985283,104920609,12/7/2021 23:59,12/7/2021 23:59,12/8/2021 23:59,CARDTRONICS C/O CEVA LOGISTICS,12/7/2021 23:11,15370B VICKERY DR,HOUSTON,TX,77032-2530,US,12/7/2021 23:11,104920609,22934850,TMS
57-60579602,12/2/2021,6249818,SelfServ82,6682MC2178,Standard US,5089985283,104920609,12/7/2021 23:59,12/7/2021 23:59,12/8/2021 23:59,CARDTRONICS C/O CEVA LOGISTICS,12/7/2021 23:11,15370B VICKERY DR,HOUSTON,TX,77032-2530,US,12/7/2021 23:11,104920609,22934850,TMS
57-60579604,12/2/2021,6249818,SelfServ82,6682MC2178,Standard US,5089985283,104920609,12/7/2021 23:59,12/7/2021 23:59,12/8/2021 23:59,CARDTRONICS C/O CEVA LOGISTICS,12/7/2021 23:11,15370B VICKERY DR,HOUSTON,TX,77032-2530,US,12/7/2021 23:11,104920609,22934850,TMS
57-60579018,12/2/2021,62010186,6688 Optimize Dip,6688MC2197,Standard US,5176470394,108133682,1/26/2022 23:59,1/26/2022 23:59,2/2/2022 23:59,STS,1/26/2022 13:50,1171 FIRST STREET SOUTH,COLUMBIA,SC,29209,US,1/26/2022 13:55,108133682,22953047,TMS
57-60579607,12/2/2021,6249818,SelfServ82,6682MC2178,Standard US,5089985283,104920609,12/7/2021 23:59,12/7/2021 23:59,12/8/2021 23:59,CARDTRONICS C/O CEVA LOGISTICS,12/7/2021 23:11,15370B VICKERY DR,HOUSTON,TX,77032-2530,US,12/7/2021 23:11,104920609,22934850,TMS
57-60579032,12/3/2021,6248034,SS88 Standardize Drive Up Catalog,6688MC2345,Standard US,5092306598,105034292,12/8/2021 23:59,12/8/2021 23:59,12/15/2021 23:59,FEDCORP,12/8/2021 21:26,2169 STANTON RD STE 100,DAPHNE,AL,36526-5140,US,12/8/2021 21:28,105034292,22935143,TMS
57-60579034,12/3/2021,6248034,SS88 Standardize Drive Up Catalog,6688MC2345,Standard US,5092306598,105034292,12/8/2021 23:59,12/8/2021 23:59,12/15/2021 23:59,FEDCORP,12/8/2021 21:26,2169 STANTON RD STE 100,DAPHNE,AL,36526-5140,US,12/8/2021 21:28,105034292,22935143,TMS
57-60579038,12/3/2021,6258041,SelfServ 88 Drive Up,6688MC2391,Standard US,5094579486,105143604,12/9/2021 23:59,12/9/2021 23:59,12/10/2021 23:59,CARDTRONICS C/O CEVA LOGISTICS,12/9/2021 21:39,15370B VICKERY DR,HOUSTON,TX,77032-2530,US,12/9/2021 21:41,105143604,2357658,TMS
57-60579041,12/3/2021,6258041,SelfServ 88 Drive Up,6688MC2391,Standard US,5094579486,105143604,12/9/2021 23:59,12/9/2021 23:59,12/10/2021 23:59,CARDTRONICS C/O CEVA LOGISTICS,12/9/2021 21:39,15370B VICKERY DR,HOUSTON,TX,77032-2530,US,12/9/2021 21:41,105143604,2357658,TMS
57-60579037,12/3/2021,6245098,SS88 Standardize Drive Up Catalog,6688MC2367,Standard US,5104519605,105253603,12/13/2021 23:59,12/13/2021 23:59,12/20/2021 23:59,TRS,12/14/2021 22:07,805 ELM ST,WATERTOWN,WI,53098-2537,US,12/14/2021 22:07,105253603,7857604,TMS
57-60579030,12/3/2021,6247692,SS88 Standardize Drive Up Catalog,6688MC2345,Standard US,5092300545,105034291,12/8/2021 23:59,12/8/2021 23:59,12/15/2021 23:59,FEDCORP,12/8/2021 21:21,2169 STANTON RD STE 100,DAPHNE,AL,36526-5140,US,12/8/2021 21:22,105034291,22935143,TMS
57-60579031,12/3/2021,6246755,SS88 Standardize Drive Up Catalog,6688MC2345,Standard US,5092335767,104992392,12/8/2021 23:59,12/8/2021 23:59,12/13/2021 23:59,FEDERAL PROTECTION INC,12/8/2021 21:53,2500 N AIRPORT COMMERCE AVE,SPRINGFIELD,MO,65803-9565,US,12/8/2021 21:53,104992392,#N/A,EMAIL
57-60579035,12/3/2021,6246376,SS88 Standardize Drive Up Catalog,6688MC2345,Standard US,5092335775,104992391,12/8/2021 23:59,12/8/2021 23:59,12/13/2021 23:59,"FEDERAL PROTECTION, INC",12/8/2021 21:53,2500 N AIRPORT COMMERCE AVE,SPRINGFIELD,MO,65803-9565,US,12/8/2021 21:53,104992391,#N/A,EMAIL
57-60579039,12/3/2021,6258041,SelfServ 88 Drive Up,6688MC2391,Standard US,5094579487,105143604,12/9/2021 23:59,12/9/2021 23:59,12/10/2021 23:59,CARDTRONICS C/O CEVA LOGISTICS,12/9/2021 21:39,15370B VICKERY DR,HOUSTON,TX,77032-2530,US,12/9/2021 21:41,105143604,2357658,TMS
57-60579045,12/3/2021,6258041,SelfServ 88 Drive Up,6688MC2391,Standard US,5094579487,105143604,12/9/2021 23:59,12/9/2021 23:59,12/10/2021 23:59,CARDTRONICS C/O CEVA LOGISTICS,12/9/2021 21:39,15370B VICKERY DR,HOUSTON,TX,77032-2530,US,12/9/2021 21:41,105143604,2357658,TMS
57-60579042,12/3/2021,6246782,SelfServ 88 Drive Up,6688MC2391,Standard US,5089985167,104920607,12/7/2021 23:59,12/7/2021 23:59,12/13/2021 23:59,CARDTRONICS C/O CEVA LOGISTICS,12/7/2021 23:11,15370B VICKERY DR,HOUSTON,TX,77032-2530,US,12/7/2021 23:11,104920607,22934850,TMS
57-60579043,12/3/2021,6258041,SelfServ 88 Drive Up,6688MC2391,Standard US,5094579483,105143604,12/9/2021 23:59,12/9/2021 23:59,12/10/2021 23:59,CARDTRONICS C/O CEVA LOGISTICS,12/9/2021 21:39,15370B VICKERY DR,HOUSTON,TX,77032-2530,US,12/9/2021 21:41,105143604,2357658,TMS
57-60579057,12/4/2021,6257080,SelfServ 88 Drive Up,6688MC2401,Standard US,5094584921,105143603,12/9/2021 23:59,12/9/2021 23:59,12/10/2021 23:59,CARDTRONICS C/O CEVA LOGISTICS,12/9/2021 21:45,15370B VICKERY DR,HOUSTON,TX,77032-2530,US,12/9/2021 21:46,105143603,2357657,TMS
57-60579048,12/4/2021,6258041,SelfServ 88 Drive Up,6688MC2391,Standard US,5094579485,105143604,12/9/2021 23:59,12/9/2021 23:59,12/10/2021 23:59,CARDTRONICS C/O CEVA LOGISTICS,12/9/2021 21:39,15370B VICKERY DR,HOUSTON,TX,77032-2530,US,12/9/2021 21:41,105143604,2357658,TMS
57-60579062,12/4/2021,6248647,SS88 Standardize Drive Up Catalog,6688MC2427,Standard US,5104472011,105238605,12/13/2021 23:59,12/13/2021 23:59,12/17/2021 23:59,DMT CONSTRUCTION,12/14/2021 21:24,4422 36TH AVENUE SOUTHWEST,SEATTLE,WA,98126,US,12/14/2021 21:24,105238605,22937215,TMS
57-60579052,12/4/2021,6258041,SelfServ 88 Drive Up,6688MC2391,Standard US,5094579485,105143604,12/9/2021 23:59,12/9/2021 23:59,12/10/2021 23:59,CARDTRONICS C/O CEVA LOGISTICS,12/9/2021 21:39,15370B VICKERY DR,HOUSTON,TX,77032-2530,US,12/9/2021 21:41,105143604,2357658,TMS
57-60579049,12/4/2021,6258041,SelfServ 88 Drive Up,6688MC2391,Standard US,5094579337,105143604,12/9/2021 23:59,12/9/2021 23:59,12/10/2021 23:59,CARDTRONICS C/O CEVA LOGISTICS,12/9/2021 21:39,15370B VICKERY DR,HOUSTON,TX,77032-2530,US,12/9/2021 21:41,105143604,2357658,TMS
57-60579046,12/4/2021,6258041,SelfServ 88 Drive Up,6688MC2391,Standard US,5094579339,105143604,12/9/2021 23:59,12/9/2021 23:59,12/10/2021 23:59,CARDTRONICS C/O CEVA LOGISTICS,12/9/2021 21:39,15370B VICKERY DR,HOUSTON,TX,77032-2530,US,12/9/2021 21:41,105143604,2357658,TMS
57-60579050,12/4/2021,6258041,SelfServ 88 Drive Up,6688MC2391,Standard US,5094579338,105143604,12/9/2021 23:59,12/9/2021 23:59,12/10/2021 23:59,CARDTRONICS C/O CEVA LOGISTICS,12/9/2021 21:39,15370B VICKERY DR,HOUSTON,TX,77032-2530,US,12/9/2021 21:41,105143604,2357658,TMS
57-60579056,12/4/2021,6257080,SelfServ 88 Drive Up,6688MC2401,Standard US,5094584917,105143603,12/9/2021 23:59,12/9/2021 23:59,12/10/2021 23:59,CARDTRONICS C/O CEVA LOGISTICS,12/9/2021 21:45,15370B VICKERY DR,HOUSTON,TX,77032-2530,US,12/9/2021 21:46,105143603,2357657,TMS
57-60579040,12/4/2021,6258041,SelfServ 88 Drive Up,6688MC2391,Standard US,5094579482,105143604,12/9/2021 23:59,12/9/2021 23:59,12/10/2021 23:59,CARDTRONICS C/O CEVA LOGISTICS,12/9/2021 21:39,15370B VICKERY DR,HOUSTON,TX,77032-2530,US,12/9/2021 21:41,105143604,2357658,TMS
57-60579033,12/4/2021,6258023,SS88 Standardize Drive Up Catalog,6688MC2345,Standard US,5104525083,105238607,12/13/2021 23:59,12/13/2021 23:59,12/20/2021 23:59,Fiserv#SVW,12/14/2021 22:14,2819 W 167TH ST,MARKHAM,IL,60428,US,12/14/2021 22:14,105238607,7857592,TMS
57-60579044,12/4/2021,6258041,SelfServ 88 Drive Up,6688MC2391,Standard US,5094579484,105143604,12/9/2021 23:59,12/9/2021 23:59,12/10/2021 23:59,CARDTRONICS C/O CEVA LOGISTICS,12/9/2021 21:39,15370B VICKERY DR,HOUSTON,TX,77032-2530,US,12/9/2021 21:41,105143604,2357658,TMS
57-60579051,12/4/2021,6258041,SelfServ 88 Drive Up,6688MC2391,Standard US,5094579488,105143604,12/9/2021 23:59,12/9/2021 23:59,12/10/2021 23:59,CARDTRONICS C/O CEVA LOGISTICS,12/9/2021 21:39,15370B VICKERY DR,HOUSTON,TX,77032-2530,US,12/9/2021 21:41,105143604,2357658,TMS
57-60579064,12/4/2021,6245800,SS88 Standardize Drive Up Catalog,6688MC2345,Standard US,5104214657,105401603,12/14/2021 23:59,12/14/2021 23:59,12/14/2021 23:59,INFORMA BUSINESS SYSTEMS,12/14/2021 17:26,5170 HARTSHORN DRIVE,FLUSHING,MI,48433,US,12/14/2021 17:28,105401603,#N/A,EMAIL
57-60579074,12/4/2021,6245800,SS88 Standardize Drive Up Catalog,6688MC2345,Standard US,5104214657,105401603,12/14/2021 23:59,12/14/2021 23:59,12/14/2021 23:59,INFORMA BUSINESS SYSTEMS,12/14/2021 17:26,5170 HARTSHORN DRIVE,FLUSHING,MI,48433,US,12/14/2021 17:28,105401603,#N/A,EMAIL
57-60579054,12/4/2021,6257080,SelfServ 88 Drive Up,6688MC2401,Standard US,5094584919,105143603,12/9/2021 23:59,12/9/2021 23:59,12/10/2021 23:59,CARDTRONICS C/O CEVA LOGISTICS,12/9/2021 21:45,15370B VICKERY DR,HOUSTON,TX,77032-2530,US,12/9/2021 21:46,105143603,2357657,TMS
57-60579059,12/4/2021,6245800,SS88 Standardize Drive Up Catalog,6688MC2345,Standard US,5104214674,105401603,12/14/2021 23:59,12/14/2021 23:59,12/14/2021 23:59,INFORMA BUSINESS SYSTEMS,12/14/2021 17:26,5170 HARTSHORN DRIVE,FLUSHING,MI,48433,US,12/14/2021 17:28,105401603,#N/A,EMAIL
57-60579058,12/4/2021,6257080,SelfServ 88 Drive Up,6688MC2401,Standard US,5094584920,105143603,12/9/2021 23:59,12/9/2021 23:59,12/10/2021 23:59,CARDTRONICS C/O CEVA LOGISTICS,12/9/2021 21:45,15370B VICKERY DR,HOUSTON,TX,77032-2530,US,12/9/2021 21:46,105143603,2357657,TMS
57-60579055,12/4/2021,6257080,SelfServ 88 Drive Up,6688MC2401,Standard US,5094584918,105143603,12/9/2021 23:59,12/9/2021 23:59,12/10/2021 23:59,CARDTRONICS C/O CEVA LOGISTICS,12/9/2021 21:45,15370B VICKERY DR,HOUSTON,TX,77032-2530,US,12/9/2021 21:46,105143603,2357657,TMS
57-60579073,12/4/2021,6245800,SS88 Standardize Drive Up Catalog,6688MC2345,Standard US,5104214672,105401603,12/14/2021 23:59,12/14/2021 23:59,12/14/2021 23:59,INFORMA BUSINESS SYSTEMS,12/14/2021 17:26,5170 HARTSHORN DRIVE,FLUSHING,MI,48433,US,12/14/2021 17:28,105401603,#N/A,EMAIL
57-60579047,12/4/2021,6258041,SelfServ 88 Drive Up,6688MC2391,Standard US,5094579340,105143604,12/9/2021 23:59,12/9/2021 23:59,12/10/2021 23:59,CARDTRONICS C/O CEVA LOGISTICS,12/9/2021 21:39,15370B VICKERY DR,HOUSTON,TX,77032-2530,US,12/9/2021 21:41,105143604,2357658,TMS
57-60579070,12/4/2021,6245800,SS88 Standardize Drive Up Catalog,6688MC2345,Standard US,5104214678,105401603,12/14/2021 23:59,12/14/2021 23:59,12/14/2021 23:59,INFORMA BUSINESS SYSTEMS,12/14/2021 17:26,5170 HARTSHORN DRIVE,FLUSHING,MI,48433,US,12/14/2021 17:28,105401603,#N/A,EMAIL
57-60579060,12/4/2021,6248647,SS88 Standardize Drive Up Catalog,6688MC2427,Standard US,5104472009,105238605,12/13/2021 23:59,12/13/2021 23:59,12/17/2021 23:59,DMT CONSTRUCTION,12/14/2021 21:24,4422 36TH AVENUE SOUTHWEST,SEATTLE,WA,98126,US,12/14/2021 21:24,105238605,22937215,TMS
57-60579075,12/5/2021,6205756,SS88 Standardize Drive Up Catalog,6688MC2345,Standard US,5104335475,105664605,12/14/2021 23:59,12/14/2021 23:59,12/14/2021 23:59,QSI INC,12/14/2021 19:30,107 SCHULER DR,BARDSTOWN,KY,40004-3201,US,12/14/2021 19:31,105664605,#N/A,EMAIL
